41 449 1681 36 48 41.9 113948 1.8 2.07 0 ""

1236 52 1681 48 59 52.9 36471 2.3 2.40 0 "" 

58 153 1681 150 158 153.7 2552 9.7 2.57 0 "" 

449 195 1681 188 201 195.1 20232 1.9 2.08 0 ""
